[3/28/2025, 1:08:59 PM] [INFO] [ProjectTasks_API] Api is runing on: localhost:4070
[5/23/2025, 2:14:23 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[5/23/2025, 2:14:50 PM] [INFO] [MESSAGEING_API] Connected to REDIS
[5/23/2025, 2:14:50 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[5/23/2025, 2:16:27 PM] [INFO] [MESSAGEING_API] Connected to REDIS
[5/23/2025, 2:16:27 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[5/23/2025, 2:16:56 PM] [INFO] [MESSAGEING_API] Connected to REDIS
[5/23/2025, 2:16:56 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[5/23/2025, 2:17:30 PM] [INFO] [MESSAGEING_API] Connected to REDIS
[5/23/2025, 2:17:30 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[5/23/2025, 2:17:32 PM] [INFO] [MESSAGEING_API] Connected to REDIS
[5/23/2025, 2:17:32 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[5/23/2025, 2:19:14 PM] [INFO] [MESSAGEING_API] Connected to REDIS
[5/23/2025, 2:19:14 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[5/23/2025, 2:19:18 PM] [INFO] [MESSAGEING_API] Connected to REDIS
[5/23/2025, 2:19:18 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[5/23/2025, 2:19:20 PM] [INFO] [MESSAGEING_API] Connected to REDIS
[5/23/2025, 2:19:20 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[5/23/2025, 2:19:56 PM] [INFO] [MESSAGEING_API] Connected to REDIS
[5/23/2025, 2:19:56 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[5/23/2025, 2:21:45 PM] [INFO] [MESSAGEING_API] Connected to REDIS
[5/23/2025, 2:21:45 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[5/23/2025, 2:21:47 PM] [INFO] [MESSAGEING_API] Connected to REDIS
[5/23/2025, 2:21:47 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[5/23/2025, 2:21:50 PM] [INFO] [MESSAGEING_API] Connected to REDIS
[5/23/2025, 2:21:50 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[5/23/2025, 2:22:36 PM] [INFO] [MESSAGEING_API] Connected to REDIS
[5/23/2025, 2:22:36 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[5/23/2025, 2:22:55 PM] [INFO] [MESSAGEING_API] Connected to REDIS
[5/23/2025, 2:22:55 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[5/23/2025, 2:23:31 PM] [INFO] [MESSAGEING_API] Connected to REDIS
[5/23/2025, 2:23:31 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[5/23/2025, 2:23:35 PM] [INFO] [MESSAGEING_API] Connected to REDIS
[5/23/2025, 2:23:35 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[5/23/2025, 2:24:00 PM] [INFO] [MESSAGEING_API] Connected to REDIS
[5/23/2025, 2:24:00 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[5/23/2025, 2:24:35 PM] [INFO] [MESSAGEING_API] Connected to REDIS
[5/23/2025, 2:24:35 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[5/24/2025, 2:07:06 AM] [ERROR] [REDIS_CONNECTION_ERROR] Error: Socket closed unexpectedly
[5/24/2025, 2:07:06 AM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[5/24/2025, 2:07:06 AM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[5/24/2025, 2:07:06 AM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[5/24/2025, 2:07:06 AM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[5/24/2025, 2:07:07 AM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[5/24/2025, 2:07:08 AM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[5/24/2025, 2:07:09 AM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[6/1/2025, 5:21:52 AM] [INFO] [MESSAGEING_API] Connected to REDIS
[6/1/2025, 5:21:52 AM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[6/1/2025, 5:22:39 AM] [INFO] [MESSAGEING_API] Connected to REDIS
[6/1/2025, 5:22:39 AM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[6/1/2025, 5:22:43 AM] [INFO] [MESSAGEING_API] Connected to REDIS
[6/1/2025, 5:22:43 AM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[6/1/2025, 5:23:03 AM] [INFO] [MESSAGEING_API] Connected to REDIS
[6/1/2025, 5:23:03 AM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[6/1/2025, 5:23:39 AM] [INFO] [MESSAGEING_API] Connected to REDIS
[6/1/2025, 5:23:39 AM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[6/1/2025, 5:40:12 AM] [ERROR] [REDIS_CONNECTION_ERROR] Error: Socket closed unexpectedly
[6/1/2025, 5:40:12 AM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[6/1/2025, 5:40:13 AM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[6/1/2025, 5:40:13 AM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[6/1/2025, 5:40:13 AM] [ERROR] [REDIS_CONNECTION_ERROR] Error: connect ECONNREFUSED 0.0.0.0:6379
[6/4/2025, 8:39:58 PM] [INFO] [MESSAGEING_API] Connected to REDIS
[6/4/2025, 8:39:58 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
[6/4/2025, 8:40:31 PM] [INFO] [MESSAGEING_API] Connected to REDIS
[6/4/2025, 8:40:31 PM] [INFO] [MESSAGEING_API] API is running at http://localhost:4070
